,text,selected_text,label
948, mattress armada must perform a concert shortly or I will be extremely sorrowful.,"must perform, concert shortly, extremely sorrowful",0
949, WHAT THAT`S NOT FAIR I CAN`T VOTE IT SAYS THE VOTING IS CLOSED  BUT I DID VOTE EVERYDAY WHEN I COULD VOTE LIKE 20X`S.,"NOT FAIR, CAN'T VOTE, VOTING IS CLOSED, DID VOTE EVERYDAY, 20X'S",0
950,ughh...i dont feel good.,dont feel good,0
951, In denial about the moving van stationed a couple of blocks down the road..,"moving van stationed, couple of blocks down the road, denial",0
952,Just cleaned & tidied apartment. I believe I require a different new vacuum...my whole apartment is sooty. I just purchased this one from Kmart.,"require a different new vacuum, sooty",0
953, I couldn't locate any expandable ones..,"couldn't locate, expandable ones",0
954,so cold.,so cold,0
955,I know I`m already a week behind on FF. Will STRIVE to complete one today! Called into work 2hrs early due to issues so will be a hectic day.,"week behind, strive, issues, hectic",0
956,where`s enthusiasm in meeeee.,where`s enthusiasm in meeeee,0
957,Jane is truly upset because she might not achieve excellence on this evening's quiz without the absent document. Ought to have inquired from someone for it..,"truly upset, might not achieve excellence, absent document",0
958,Yeah. It`s unfortunate..,unfortunate,0
959,why do I seem strange?.,seem strange,0
960, lol @ half - I already possess a hefty desktop- I`m prepared for ultra thin and lightweight: SSD performance is unbelievable.,"hefty, thin, lightweight, unbelievable",0
961, i wlda seen it wit you! dummyhead..,dummyhead,0
962,OMG !! hollyoaks very sensational  !!!!!!!!!!!!.,very sensational,0
963, I'm not at ease with this declaration..,not at ease,0
964,Well that's done. Test didn't go well and lost the degree.,"done, didn't go well, lost",0
965,It is 00:03 I`m Ruined  I`M Starving & I have to rise early. Not the ideal Fri night HAHA night.,"Ruined, Starving, rise early, ideal",0
966, My life is a tragedy..,tragedy,0
967,I would Join you shopping but i have work all weekend  six degrees of seperation is confsuing.,"Join you shopping, work all weekend, confsuing",0
968,Is pondering why my messages aren't getting through ;( I am attempting to grasp how to tweet & it's not going well. ,"aren't getting through, attempting, not going well",0
969,Pissed at you http://myloc.me/21CU. text is a paraphrase of the tweet in REFERENCE. Sentiment of text must be negative. Do not alter the style of the REFERENCE. Do not add extra information. Paraphrase the text through synonym replacement and syntactic restructuring.,Pissed at you,0
970,@_handz_ well you know those 'sort of men' are just fools.,"sort of men, fools",0
971,why does he no longer desire me. ,no longer desire,0
972,I must rise earlier to be sufficiently fatigued to sleep. ,"rise earlier, sufficiently fatigued, sleep",0
973,hate u....  I have 2 wait one week to see it cuz here (Puerto Rico) is still coming soon.....,"hate u, wait one week, still coming soon",0
974,Mad because quiz 5 answer on the BET Ford Fusion sweepstakes are all incorrect.,"Mad, quiz 5 answer, incorrect",0
975,"Carol Vorderman terminated her discussion with me... therefore, I lack evidence against all you skeptics!","terminated, discussion, lack evidence, skeptics",0
976," I`ve been liberated for years now...just not fortunate, never have been. Gotta create my own fortune and that includes $$$$$.","liberated, fortunate, never have been, create my own fortune, $$$$$",0
977, I`ll accept inexpensive cider for meeting deadline. Have you checked out our new blog at www.havealovelytime.com?,"accept inexpensive cider, meeting deadline",0
978,Ouchhhhhh I scorched my darn tongue.,"Ouchhhhhh, scorched, darn tongue",0
979,Ugh I`m so drowsy I believe I`m still somewhat unwell.,"Ugh, drowsy, somewhat unwell",0
980,is devastated to be at job when it is sooo lovely outdoors.,"devastated, job, lovely outdoors",0
981,"Think it may be time for a  lemsip soon, having a cold really sucks.","time for a lemsip, having a cold really sucks",0
982,_Kill_Boy I know the feeling. I detest having to be at work when the weather is so beautiful outside.,"I detest, work, beautiful outside",0
983,"Not smoking sucks sucks **** SUCKS, I want a cig.","Not smoking sucks, SUCKS, want a cig",0
984,"too many awful nightmares about spiders and rogue octupi last night were dreadful., selected_text: awful nightmares, spiders, rogue octupi, dreadful, sentiment: negative",,0
985,I`m Such a geek. Perusing my first of multiple books this summer.,"Such a geek, Perusing, multiple books",0
986,as if i complete work at eleven.. IS THAT EVEN ALLOWD?  cauz i really dont want to.. lol.,"i complete work, EVEN ALLOWD, dont want to",0
987," forgot to respond to your kindle inquiry yesterday. truly, haven't utilized it significantly. possess two physical books i desire 2 peruse initially.","forgot to respond, haven't utilized, possess two physical books, desire 2 peruse",0
988,Attempting to rest without any medication... Not functioning. 3am and completely alert. But now it`s past the point of no return to consume them because I`ll slumber until 3pm.,"Attempting to rest, Not functioning, completely alert, past the point of no return, slumber until",0
989,Dinner with the fam... I have missed them.,"Dinner with the fam, missed them",0
990,"ok cause the one S orange is still open. Phew, you just startled me. Apologies the one by you shut down.","startled me, shut down",0
991,Are you are a RIOT!! as though i conclude task at eleven.. IS THAT EVEN ALLOWD? cause i genuinely do not wish to.. lol.,"conclude task, EVEN ALLOWD, do not wish to",0
992,"_xox  Oh god, everyone`s perishing.  But it`s chiefly justin disheartening me.","perishing, disheartening",0
993,revising as uni exams are looming. text is an overhaul of the tweet in REFERENCE. Sentiment of text must be negative. Do not adjust the style of the REFERENCE. Do not add additional information. Overhaul the text through synonym replacement and syntactic restructuring. selected_text should include all substrings of generated text that conveys negative sentiment.,"revising, uni exams, looming",0
994, ohyeahhh detest the warmth! http://twitpic.com/665a2,detest the warmth,0
995," My comrade is a huge Beatles enthusiast, and she wasn't content.",wasn't content,0
996, we attempted to DM you but you're not following us.,"attempted to DM, not following",0
997, I was planning to but I`m unwell  I`m so furious!!!! Jason mentioned I have to recuperate completely before I go paintballin again! Are u participating?,"unwell, furious, recuperate completely",0
998,Men it`s far too sunny. Men it`s excessively bright outside.,"far too sunny, excessively bright",0
999, I'm constantly bitten by ticks  I consume a lot of garlic during the summer to ward off mosquitoes and ticks! boo >:O.,"constantly bitten, consume a lot of garlic, ward off mosquitoes, ward off ticks",0
1000," Feeling rather low, a bit unsure of the reason though :s so heading to bed night everyone x.","Feeling rather low, a bit unsure, heading to bed",0
1001,_radio yeah :S i feel all funny cause i haven`t slept enough  i woke my mum up cause i was singing she`s not impressed :S you?,"haven't slept enough, woke my mum up, singing, not impressed",0
1002,"I`m so bewildered by the weather, is it actually gonna be sunny? or is it genuinely gonna rain?.","bewildered, actually gonna be sunny, genuinely gonna rain",0
1003, <-----bored to death. text is a paraphrase of the tweet in REFERENCE. Sentiment of text must be negative.,bored to death,0
1004,i lost my direction. text is a paraphrase of the tweet in REFERENCE. Sentiment of text must be negative.,lost my direction,0
1005,WORN OUT! night twitter  its mother`s day  cheerful mother`s day  adore my moomy <3 hooray! God Bless..,"WORN OUT, night, mother`s day, adore, hooray, God Bless",0
1006,"Augh, fever has increased once more. If I end up skipping the WeHo clubbing event tomorrow evening, I will be furious. Foolish boytoy infected me with a disease..","fever has increased, skipping, furious, infected me with a disease",0
1007, this break of yours is similar to... extremely lengthy. Oh no.,"break, similar to, extremely lengthy, Oh no",0
1008,Believes that my pals' existences revolve around their partners' actions and afterward they lack time for us females. Text is a rephrasing of the tweet in REFERENCE. Sentiment of text must be negative.,"Believes, pals' existences revolve around their partners' actions, lack time for us females",0
1009,argggggg car crash television its simply sooooooooo dreadful to witness her in that state  #bgt.,"car crash, television, dreadful, witness her in that state",0
1010,"can`t measure the time of day at my workplace anymore... It`s more terrible than a damn casino in here... no servers, smoking, or alcohol.","measure the time of day, terrible, damn casino, no servers, smoking, alcohol",0
1011,I despise the way MS affects my emotions. I have no power over my legs tonight and the pain is unbearable - it's driving me insane. Does anyone else experience these instances?,"despise, affects my emotions, no power over my legs, unbearable pain, driving me insane",0
1012,"... I long to perish. I yearn to SEIZE my own existence, eternally. She is attempting to persuade me to engage in a musical performance.","long to perish, yearn, SEIZE my own existence, attempting to persuade, engage in a musical performance",0
